"","B_mes","fec_ini_cdto","id_sucursal","B_adeudo","ventas_tot","no_clientes","adeudo_actual","pagos_tot","no_cdtos"
"8768",2020-10-15,2020-10-16,9,"Con adeudo",27671,2,19676.91,9288.16,8
"8769",2020-10-15,2020-10-16,9,"Sin adeudo",268117,33,0,312731.68,106
"8770",2020-10-15,2020-10-16,10,"Con adeudo",59910,5,25699.09,38121.54,13
"8771",2020-10-15,2020-10-16,10,"Sin adeudo",334432,40,0,381861.29,124
"8772",2020-10-15,2020-10-16,11,"Con adeudo",3780,1,1254.97,2960.94,2
"8773",2020-10-15,2020-10-16,11,"Sin adeudo",283207,25,0,320862.69,76
"8774",2020-10-15,2020-10-16,12,"Con adeudo",24463,3,10355.31,16091.9,8
"8775",2020-10-15,2020-10-16,12,"Sin adeudo",441632,49,0,512320.75,140
"8776",2020-10-15,2020-10-16,13,"Con adeudo",39316,4,21348.34,19416.85,20
"8777",2020-10-15,2020-10-16,13,"Sin adeudo",234581,30,0,270555.89,81
"8778",2020-10-15,2020-10-16,14,"Con adeudo",61405,5,37434.48,26752.56,12
"8779",2020-10-15,2020-10-16,14,"Sin adeudo",315739,36,0,366022.78,101
"8780",2020-10-15,2020-10-16,15,"Con adeudo",43533,6,30156.9,14888.63,16
"8781",2020-10-15,2020-10-16,15,"Sin adeudo",513408,46,0,593508.26,146
"8782",2020-10-15,2020-10-16,16,"Con adeudo",30245,2,11522.06,21599.7,6
"8783",2020-10-15,2020-10-16,16,"Sin adeudo",298943,36,0,338386.7,102
"8784",2020-10-15,2020-10-16,17,"Con adeudo",6321,2,5101.32,1248.42,8
"8785",2020-10-15,2020-10-16,17,"Sin adeudo",287388,38,0,340809.59,122
"8786",2020-10-15,2020-10-17,1,"Con adeudo",51608,4,26564.59,29387.69,17
"8787",2020-10-15,2020-10-17,1,"Sin adeudo",319122,36,0,362436.38,112
"8788",2020-10-15,2020-10-17,2,"Sin adeudo",364149,41,0,421176.88,134
"8789",2020-10-15,2020-10-17,3,"Con adeudo",35976,4,9068.57,29276.39,13
"8790",2020-10-15,2020-10-17,3,"Sin adeudo",418838,46,0,484048.32,135
"8791",2020-10-15,2020-10-17,4,"Con adeudo",18223,1,15248.4,3152.01,1
"8792",2020-10-15,2020-10-17,4,"Sin adeudo",309355,37,0,360255.55,114
"8793",2020-10-15,2020-10-17,5,"Con adeudo",10290,1,3371.54,7393.3,4
"8794",2020-10-15,2020-10-17,5,"Sin adeudo",337408,33,0,385485.24,94
"8795",2020-10-15,2020-10-17,6,"Sin adeudo",362820,33,0,417036.19,99
"8796",2020-10-15,2020-10-17,7,"Con adeudo",22186,3,12450.76,10561.67,10
"8797",2020-10-15,2020-10-17,7,"Sin adeudo",398841,42,0,459627.65,120
"8798",2020-10-15,2020-10-17,8,"Con adeudo",11183,2,5222.67,6839.3,7
"8799",2020-10-15,2020-10-17,8,"Sin adeudo",386999,38,0,431291.28,116
"8800",2020-10-15,2020-10-17,9,"Con adeudo",584,1,125.43,473.37,3
"8801",2020-10-15,2020-10-17,9,"Sin adeudo",211490,22,0,244249.24,72
"8802",2020-10-15,2020-10-17,10,"Con adeudo",10274,1,4431.79,6718.04,5
"8803",2020-10-15,2020-10-17,10,"Sin adeudo",280750,28,0,318017.44,91
"8804",2020-10-15,2020-10-17,11,"Con adeudo",26967,2,19144.67,8979.81,7
"8805",2020-10-15,2020-10-17,11,"Sin adeudo",366825,32,0,422511.91,97
"8806",2020-10-15,2020-10-17,12,"Con adeudo",47628,3,21506.91,26947.46,8
"8807",2020-10-15,2020-10-17,12,"Sin adeudo",365593,39,0,418503.54,119
"8808",2020-10-15,2020-10-17,13,"Con adeudo",64254,6,28112.25,38962.02,20
"8809",2020-10-15,2020-10-17,13,"Sin adeudo",333874,38,0,379715.06,109
"8810",2020-10-15,2020-10-17,14,"Con adeudo",23845,3,14888.94,9297.89,9
"8811",2020-10-15,2020-10-17,14,"Sin adeudo",416147,42,0,489476.9,137
"8812",2020-10-15,2020-10-17,15,"Con adeudo",26272,2,4755.46,23556.04,6
"8813",2020-10-15,2020-10-17,15,"Sin adeudo",335308,37,0,375657.32,109
"8814",2020-10-15,2020-10-17,16,"Con adeudo",22478,4,13967.13,9768.75,11
"8815",2020-10-15,2020-10-17,16,"Sin adeudo",309718,34,0,361923.12,89
"8816",2020-10-15,2020-10-17,17,"Sin adeudo",233093,26,0,263287.29,83
"8817",2020-10-15,2020-10-18,1,"Con adeudo",28106,3,11895.62,17933.86,7
"8818",2020-10-15,2020-10-18,1,"Sin adeudo",427459,39,0,487181.42,115
"8819",2020-10-15,2020-10-18,2,"Con adeudo",17393,3,6595.39,11284.07,11
"8820",2020-10-15,2020-10-18,2,"Sin adeudo",332213,39,0,379125.37,113
"8821",2020-10-15,2020-10-18,3,"Sin adeudo",362099,42,0,411819.41,140
"8822",2020-10-15,2020-10-18,4,"Con adeudo",2815,1,2300.48,536.37,5
"8823",2020-10-15,2020-10-18,4,"Sin adeudo",369780,40,0,418165.04,124
"8824",2020-10-15,2020-10-18,5,"Con adeudo",21895,3,5970.97,17629.19,13
"8825",2020-10-15,2020-10-18,5,"Sin adeudo",254736,31,0,290995,100
"8826",2020-10-15,2020-10-18,6,"Con adeudo",25619,3,13447.95,13606.77,7
"8827",2020-10-15,2020-10-18,6,"Sin adeudo",401724,39,0,463427.07,109
"8828",2020-10-15,2020-10-18,7,"Con adeudo",10863,2,4897.45,6740.97,8
"8829",2020-10-15,2020-10-18,7,"Sin adeudo",259505,31,0,304510.94,86
"8830",2020-10-15,2020-10-18,8,"Con adeudo",43223,3,14136.91,33545.44,7
"8831",2020-10-15,2020-10-18,8,"Sin adeudo",439836,46,0,510619.55,132
"8832",2020-10-15,2020-10-18,9,"Con adeudo",33289,2,19873.09,13819.35,6
"8833",2020-10-15,2020-10-18,9,"Sin adeudo",399077,41,0,452965.41,123
"8834",2020-10-15,2020-10-18,10,"Con adeudo",22206,2,17311.9,5303.56,8
"8835",2020-10-15,2020-10-18,10,"Sin adeudo",416906,45,0,478372.39,134
"8836",2020-10-15,2020-10-18,11,"Con adeudo",34063,4,20421.12,14494.44,16
"8837",2020-10-15,2020-10-18,11,"Sin adeudo",410794,39,0,466058.28,119
"8838",2020-10-15,2020-10-18,12,"Con adeudo",3779,1,3488.05,339.61,3
"8839",2020-10-15,2020-10-18,12,"Sin adeudo",339404,32,0,383916.19,100
"8840",2020-10-15,2020-10-18,13,"Con adeudo",80903,8,59176.24,23623.05,26
"8841",2020-10-15,2020-10-18,13,"Sin adeudo",288774,36,0,322833.39,106
"8842",2020-10-15,2020-10-18,14,"Con adeudo",27743,3,7839.03,22005,8
"8843",2020-10-15,2020-10-18,14,"Sin adeudo",283893,31,0,328336.49,87
"8844",2020-10-15,2020-10-18,15,"Con adeudo",35530,3,25940.43,10719.05,8
"8845",2020-10-15,2020-10-18,15,"Sin adeudo",387658,38,0,445838.85,110
"8846",2020-10-15,2020-10-18,16,"Con adeudo",10154,2,2896.53,7958.91,9
"8847",2020-10-15,2020-10-18,16,"Sin adeudo",332656,39,0,382303.23,110
"8848",2020-10-15,2020-10-18,17,"Con adeudo",41273,5,17238.41,25369.77,13
"8849",2020-10-15,2020-10-18,17,"Sin adeudo",360630,40,0,406052.38,112
"8850",2020-10-15,2020-10-19,1,"Con adeudo",24121,3,12966.06,11486.59,6
"8851",2020-10-15,2020-10-19,1,"Sin adeudo",363297,38,0,422567.29,138
"8852",2020-10-15,2020-10-19,2,"Con adeudo",67895,5,32476.54,38152.85,14
"8853",2020-10-15,2020-10-19,2,"Sin adeudo",323783,35,0,381184.98,103
"8854",2020-10-15,2020-10-19,3,"Con adeudo",33432,3,17861.24,17330.91,12
"8855",2020-10-15,2020-10-19,3,"Sin adeudo",321923,35,0,380941.69,112
"8856",2020-10-15,2020-10-19,4,"Con adeudo",48070,3,6771.89,48343.53,10
"8857",2020-10-15,2020-10-19,4,"Sin adeudo",334682,39,0,379334.85,106
"8858",2020-10-15,2020-10-19,5,"Con adeudo",15862,2,3312.43,13887.68,4
"8859",2020-10-15,2020-10-19,5,"Sin adeudo",448409,50,0,519989.89,148
"8860",2020-10-15,2020-10-19,6,"Con adeudo",24246,2,3311.82,22069.76,2
"8861",2020-10-15,2020-10-19,6,"Sin adeudo",295911,36,0,334141.32,102
"8862",2020-10-15,2020-10-19,7,"Con adeudo",50451,5,27828.02,23827.11,11
"8863",2020-10-15,2020-10-19,7,"Sin adeudo",235644,29,0,266161.84,89
"8864",2020-10-15,2020-10-19,8,"Con adeudo",17225,3,13330.13,4051.24,14
"8865",2020-10-15,2020-10-19,8,"Sin adeudo",354306,40,0,401292.39,116
"8866",2020-10-15,2020-10-19,9,"Sin adeudo",432029,49,0,487432.97,143
"8867",2020-10-15,2020-10-19,10,"Con adeudo",4461,2,1379.03,3201.77,3
"8868",2020-10-15,2020-10-19,10,"Sin adeudo",473859,49,0,555596.99,128
"8869",2020-10-15,2020-10-19,11,"Con adeudo",57053,4,29384.85,28702.76,7
"8870",2020-10-15,2020-10-19,11,"Sin adeudo",380450,42,0,440219.47,131
"8871",2020-10-15,2020-10-19,12,"Con adeudo",13291,3,8216.29,5907.43,8
"8872",2020-10-15,2020-10-19,12,"Sin adeudo",263968,24,0,310975.07,76
"8873",2020-10-15,2020-10-19,13,"Con adeudo",73122,6,40766.26,35740.8,19
"8874",2020-10-15,2020-10-19,13,"Sin adeudo",386323,39,0,439531.04,116
"8875",2020-10-15,2020-10-19,14,"Con adeudo",26168,3,6725.64,22412.55,9
"8876",2020-10-15,2020-10-19,14,"Sin adeudo",363024,37,0,416476.97,96
"8877",2020-10-15,2020-10-19,15,"Con adeudo",55154,5,36288.55,20177.89,14
"8878",2020-10-15,2020-10-19,15,"Sin adeudo",415166,38,0,469989.81,110
"8879",2020-10-15,2020-10-19,16,"Con adeudo",9905,3,5877.69,4402.95,8
"8880",2020-10-15,2020-10-19,16,"Sin adeudo",374619,37,0,434407.16,108
"8881",2020-10-15,2020-10-19,17,"Con adeudo",23245,4,17385.65,6567.36,16
"8882",2020-10-15,2020-10-19,17,"Sin adeudo",351890,39,0,400295.13,111
"8883",2020-10-15,2020-10-20,1,"Con adeudo",28565,4,13825.03,16551.41,7
"8884",2020-10-15,2020-10-20,1,"Sin adeudo",334498,30,0,376588.16,85
"8885",2020-10-15,2020-10-20,2,"Con adeudo",19273,2,9880.79,10650.48,9
"8886",2020-10-15,2020-10-20,2,"Sin adeudo",239926,26,0,277937.75,76
"8887",2020-10-15,2020-10-20,3,"Con adeudo",51498,6,32087.02,21372.94,12
"8888",2020-10-15,2020-10-20,3,"Sin adeudo",476573,51,0,552328.38,152
"8889",2020-10-15,2020-10-20,4,"Con adeudo",34479,5,22429.68,13024.06,14
"8890",2020-10-15,2020-10-20,4,"Sin adeudo",407739,40,0,468508.06,134
"8891",2020-10-15,2020-10-20,5,"Con adeudo",4905,1,2497.79,2617.76,4
"8892",2020-10-15,2020-10-20,5,"Sin adeudo",568469,55,0,650808.75,167
"8893",2020-10-15,2020-10-20,6,"Con adeudo",4767,1,3144.06,1648.36,1
"8894",2020-10-15,2020-10-20,6,"Sin adeudo",397041,40,0,453576.87,129
"8895",2020-10-15,2020-10-20,7,"Con adeudo",20624,3,7711.36,13156.49,11
"8896",2020-10-15,2020-10-20,7,"Sin adeudo",341113,42,0,383065.58,123
"8897",2020-10-15,2020-10-20,8,"Con adeudo",12545,3,5718.2,7482.06,10
"8898",2020-10-15,2020-10-20,8,"Sin adeudo",469332,44,0,540623.48,106
"8899",2020-10-15,2020-10-20,9,"Con adeudo",12492,1,11885.11,684.88,3
"8900",2020-10-15,2020-10-20,9,"Sin adeudo",440306,42,0,510463.8,127
"8901",2020-10-15,2020-10-20,10,"Con adeudo",28987,3,13240.6,16891.26,10
"8902",2020-10-15,2020-10-20,10,"Sin adeudo",502115,53,0,575288.68,158
"8903",2020-10-15,2020-10-20,11,"Con adeudo",21977,2,4770.25,18079.8,10
"8904",2020-10-15,2020-10-20,11,"Sin adeudo",341719,33,0,397387.72,92
"8905",2020-10-15,2020-10-20,12,"Con adeudo",31936,2,11618.53,22679.81,5
"8906",2020-10-15,2020-10-20,12,"Sin adeudo",346412,33,0,392331.31,106
"8907",2020-10-15,2020-10-20,13,"Con adeudo",11245,2,9405.18,1982.71,4
"8908",2020-10-15,2020-10-20,13,"Sin adeudo",379866,45,0,448539.04,133
"8909",2020-10-15,2020-10-20,14,"Con adeudo",40479,3,21974.9,19860.64,9
"8910",2020-10-15,2020-10-20,14,"Sin adeudo",403236,39,0,474037.67,115
"8911",2020-10-15,2020-10-20,15,"Con adeudo",18169,2,5089.02,14768.96,8
"8912",2020-10-15,2020-10-20,15,"Sin adeudo",278764,28,0,321429.77,90
"8913",2020-10-15,2020-10-20,16,"Sin adeudo",309389,32,0,358668.83,91
"8914",2020-10-15,2020-10-20,17,"Con adeudo",10399,2,3734.34,7180.44,8
"8915",2020-10-15,2020-10-20,17,"Sin adeudo",256400,25,0,288043.59,72
"8916",2020-10-15,2020-10-21,1,"Con adeudo",16462,3,9313.75,7415.63,11
"8917",2020-10-15,2020-10-21,1,"Sin adeudo",373544,44,0,430039.32,97
"8918",2020-10-15,2020-10-21,2,"Con adeudo",10184,3,3419.25,7530.83,10
"8919",2020-10-15,2020-10-21,2,"Sin adeudo",322879,41,0,365636.5,134
"8920",2020-10-15,2020-10-21,3,"Con adeudo",25737,2,19458.22,6797.38,7
"8921",2020-10-15,2020-10-21,3,"Sin adeudo",329307,36,0,384613.74,112
"8922",2020-10-15,2020-10-21,4,"Con adeudo",38533,4,21517.3,17569.54,17
"8923",2020-10-15,2020-10-21,4,"Sin adeudo",244482,23,0,281084.39,72
"8924",2020-10-15,2020-10-21,5,"Con adeudo",30479,2,6502.56,24839.56,6
"8925",2020-10-15,2020-10-21,5,"Sin adeudo",284311,34,0,328795.72,87
"8926",2020-10-15,2020-10-21,6,"Sin adeudo",266678,26,0,293213.88,78
"8927",2020-10-15,2020-10-21,7,"Con adeudo",51067,4,32734.12,20377.81,10
"8928",2020-10-15,2020-10-21,7,"Sin adeudo",295304,35,0,342174.5,93
"8929",2020-10-15,2020-10-21,8,"Con adeudo",31842,3,30446.82,1532.61,11
"8930",2020-10-15,2020-10-21,8,"Sin adeudo",405958,45,0,459159.92,145
"8931",2020-10-15,2020-10-21,9,"Con adeudo",58328,6,35299.77,25323.07,15
"8932",2020-10-15,2020-10-21,9,"Sin adeudo",379073,41,0,438624.35,128
"8933",2020-10-15,2020-10-21,10,"Con adeudo",10837,1,2063.69,9748.68,1
"8934",2020-10-15,2020-10-21,10,"Sin adeudo",356909,30,0,415342.23,94
"8935",2020-10-15,2020-10-21,11,"Con adeudo",17347,1,11236.09,6371.37,1
"8936",2020-10-15,2020-10-21,11,"Sin adeudo",337480,37,0,380337.41,120
"8937",2020-10-15,2020-10-21,12,"Con adeudo",17915,1,4928.91,14335.24,4
"8938",2020-10-15,2020-10-21,12,"Sin adeudo",369488,37,0,427237.22,101
"8939",2020-10-15,2020-10-21,13,"Con adeudo",48148,4,21317.26,30598.41,14
"8940",2020-10-15,2020-10-21,13,"Sin adeudo",366538,38,0,423523.82,114
"8941",2020-10-15,2020-10-21,14,"Con adeudo",11766,3,4158.45,7707.9,10
"8942",2020-10-15,2020-10-21,14,"Sin adeudo",399177,41,0,464916.68,128
"8943",2020-10-15,2020-10-21,15,"Con adeudo",13202,1,6572.56,7232.51,4
"8944",2020-10-15,2020-10-21,15,"Sin adeudo",358765,41,0,409675.02,113
"8945",2020-10-15,2020-10-21,16,"Con adeudo",23691,2,7900.84,16796.35,4
"8946",2020-10-15,2020-10-21,16,"Sin adeudo",421596,41,0,485804.41,113
"8947",2020-10-15,2020-10-21,17,"Con adeudo",23213,2,17183.44,6343.51,3
"8948",2020-10-15,2020-10-21,17,"Sin adeudo",419401,43,0,482215.34,127
"8949",2020-10-15,2020-10-22,1,"Con adeudo",57257,5,35676.64,23607.48,17
"8950",2020-10-15,2020-10-22,1,"Sin adeudo",306154,31,0,348605.96,113
"8951",2020-10-15,2020-10-22,2,"Con adeudo",26660,3,12167.01,15532.56,11
"8952",2020-10-15,2020-10-22,2,"Sin adeudo",282536,30,0,327975.99,87
"8953",2020-10-15,2020-10-22,3,"Con adeudo",30535,4,19606.7,11565,9
"8954",2020-10-15,2020-10-22,3,"Sin adeudo",378187,42,0,443477.41,107
"8955",2020-10-15,2020-10-22,4,"Con adeudo",30851,4,21025.76,10984.22,12
"8956",2020-10-15,2020-10-22,4,"Sin adeudo",416452,41,0,481879.45,118
"8957",2020-10-15,2020-10-22,5,"Con adeudo",26133,2,9183.93,17541.67,10
"8958",2020-10-15,2020-10-22,5,"Sin adeudo",491785,49,0,561759.52,151
"8959",2020-10-15,2020-10-22,6,"Con adeudo",27367,2,9896.4,18801.62,7
"8960",2020-10-15,2020-10-22,6,"Sin adeudo",386366,38,0,438765.45,122
"8961",2020-10-15,2020-10-22,7,"Con adeudo",17945,3,11527.63,6731.12,9
"8962",2020-10-15,2020-10-22,7,"Sin adeudo",348683,38,0,402550.52,105
"8963",2020-10-15,2020-10-22,8,"Con adeudo",23090,2,5797.68,20058.57,6
"8964",2020-10-15,2020-10-22,8,"Sin adeudo",370952,40,0,428042.21,119
"8965",2020-10-15,2020-10-22,9,"Con adeudo",37259,4,20259.92,18993.5,13
"8966",2020-10-15,2020-10-22,9,"Sin adeudo",379351,45,0,438948.66,132
"8967",2020-10-15,2020-10-22,10,"Con adeudo",26464,3,11604.34,16110.33,9
"8968",2020-10-15,2020-10-22,10,"Sin adeudo",204077,27,0,231493.7,73
"8969",2020-10-15,2020-10-22,11,"Sin adeudo",317903,28,0,367724.13,82
"8970",2020-10-15,2020-10-22,12,"Con adeudo",10774,2,8371.19,2679.24,7
"8971",2020-10-15,2020-10-22,12,"Sin adeudo",448149,45,0,511800.79,142
"8972",2020-10-15,2020-10-22,13,"Con adeudo",21751,3,14055.33,8324.46,3
"8973",2020-10-15,2020-10-22,13,"Sin adeudo",339793,40,0,379698.27,103
"8974",2020-10-15,2020-10-22,14,"Con adeudo",47651,4,25968.95,23109.83,17
"8975",2020-10-15,2020-10-22,14,"Sin adeudo",450921,46,0,520760.84,127
"8976",2020-10-15,2020-10-22,15,"Con adeudo",29363,4,15412.05,16094.7,11
"8977",2020-10-15,2020-10-22,15,"Sin adeudo",389664,35,0,447112.16,106
"8978",2020-10-15,2020-10-22,16,"Con adeudo",34476,3,14241.76,23564.07,13
"8979",2020-10-15,2020-10-22,16,"Sin adeudo",335058,35,0,387946.96,99
"8980",2020-10-15,2020-10-22,17,"Con adeudo",38694,3,14577.08,26296.08,11
"8981",2020-10-15,2020-10-22,17,"Sin adeudo",307245,40,0,355392.41,120
"8982",2020-10-15,2020-10-23,1,"Con adeudo",23328,2,15372.35,8483.96,7
"8983",2020-10-15,2020-10-23,1,"Sin adeudo",362952,34,0,416233.6,118
"8984",2020-10-15,2020-10-23,2,"Con adeudo",47707,5,23411.79,25584.31,15
"8985",2020-10-15,2020-10-23,2,"Sin adeudo",319953,36,0,363776.8,106
"8986",2020-10-15,2020-10-23,3,"Con adeudo",19176,4,14266.14,5242.56,14
"8987",2020-10-15,2020-10-23,3,"Sin adeudo",363031,42,0,411307.48,135
"8988",2020-10-15,2020-10-23,4,"Con adeudo",22733,3,12670.95,11360.53,10
"8989",2020-10-15,2020-10-23,4,"Sin adeudo",413941,41,0,463684.07,138
"8990",2020-10-15,2020-10-23,5,"Con adeudo",18701,2,9925.25,9922.24,3
"8991",2020-10-15,2020-10-23,5,"Sin adeudo",414376,44,0,473453.24,143
"8992",2020-10-15,2020-10-23,6,"Con adeudo",33298,2,15025.61,18971.63,6
"8993",2020-10-15,2020-10-23,6,"Sin adeudo",371614,37,0,431391.16,98
"8994",2020-10-15,2020-10-23,7,"Con adeudo",27492,2,17527.44,10992.24,7
"8995",2020-10-15,2020-10-23,7,"Sin adeudo",330283,37,0,385493.22,114
"8996",2020-10-15,2020-10-23,8,"Con adeudo",45388,4,24910.14,22589.46,13
"8997",2020-10-15,2020-10-23,8,"Sin adeudo",412926,45,0,472389.58,130
"8998",2020-10-15,2020-10-23,9,"Con adeudo",6802,1,987.96,6622.62,5
"8999",2020-10-15,2020-10-23,9,"Sin adeudo",319264,33,0,359293.91,99
"9000",2020-10-15,2020-10-23,10,"Con adeudo",39098,4,16139.03,24239.29,12
"9001",2020-10-15,2020-10-23,10,"Sin adeudo",365959,36,0,435547.93,116
"9002",2020-10-15,2020-10-23,11,"Con adeudo",36566,4,12658.26,27368.38,9
"9003",2020-10-15,2020-10-23,11,"Sin adeudo",393667,39,0,449243.47,116
"9004",2020-10-15,2020-10-23,12,"Con adeudo",5850,1,1480.14,4922.08,1
"9005",2020-10-15,2020-10-23,12,"Sin adeudo",302165,35,0,349623.23,108
"9006",2020-10-15,2020-10-23,13,"Con adeudo",1234,1,804.37,494.14,4
"9007",2020-10-15,2020-10-23,13,"Sin adeudo",357638,38,0,416040.35,107
"9008",2020-10-15,2020-10-23,14,"Con adeudo",28308,3,7939.16,22697.45,10
"9009",2020-10-15,2020-10-23,14,"Sin adeudo",362414,36,0,423130.35,111
"9010",2020-10-15,2020-10-23,15,"Con adeudo",5776,1,3382.94,2695.2,2
"9011",2020-10-15,2020-10-23,15,"Sin adeudo",296407,30,0,337405.63,88
"9012",2020-10-15,2020-10-23,16,"Con adeudo",53214,6,25494.18,29929.91,19
"9013",2020-10-15,2020-10-23,16,"Sin adeudo",439954,45,0,504260.62,154
"9014",2020-10-15,2020-10-23,17,"Con adeudo",25502,3,17305.3,9481.74,10
"9015",2020-10-15,2020-10-23,17,"Sin adeudo",253944,27,0,280028.62,82
"9016",2020-10-15,2020-10-24,1,"Con adeudo",53949,5,15955.56,41168.8,13
"9017",2020-10-15,2020-10-24,1,"Sin adeudo",406997,41,0,458242.12,122
"9018",2020-10-15,2020-10-24,2,"Con adeudo",24814,3,8531.91,17243.64,10
"9019",2020-10-15,2020-10-24,2,"Sin adeudo",390824,41,0,449643.22,118
"9020",2020-10-15,2020-10-24,3,"Con adeudo",56954,4,40964.71,18085.74,11
"9021",2020-10-15,2020-10-24,3,"Sin adeudo",316026,36,0,363233.33,101
"9022",2020-10-15,2020-10-24,4,"Con adeudo",24544,4,13872.39,11784.01,13
"9023",2020-10-15,2020-10-24,4,"Sin adeudo",356045,34,0,403808.64,98
"9024",2020-10-15,2020-10-24,5,"Con adeudo",4724,2,3032.94,1936.63,7
"9025",2020-10-15,2020-10-24,5,"Sin adeudo",404295,42,0,464124.18,122
"9026",2020-10-15,2020-10-24,6,"Con adeudo",21528,3,15607.4,6756.96,7
"9027",2020-10-15,2020-10-24,6,"Sin adeudo",418128,43,0,468234.66,130
"9028",2020-10-15,2020-10-24,7,"Con adeudo",36302,3,17090.33,21889.76,7
"9029",2020-10-15,2020-10-24,7,"Sin adeudo",332846,35,0,389772.06,89
"9030",2020-10-15,2020-10-24,8,"Con adeudo",20543,3,6788.33,14733.14,7
"9031",2020-10-15,2020-10-24,8,"Sin adeudo",356481,39,0,406200.48,117
"9032",2020-10-15,2020-10-24,9,"Con adeudo",48557,5,27589.38,21917.01,19
"9033",2020-10-15,2020-10-24,9,"Sin adeudo",287242,33,0,341022.12,94
"9034",2020-10-15,2020-10-24,10,"Con adeudo",24798,2,16258.7,9198.72,7
"9035",2020-10-15,2020-10-24,10,"Sin adeudo",363636,41,0,421249.01,127
"9036",2020-10-15,2020-10-24,11,"Con adeudo",34389,3,17349.09,18253.41,5
"9037",2020-10-15,2020-10-24,11,"Sin adeudo",319278,36,0,368049.04,113
"9038",2020-10-15,2020-10-24,12,"Con adeudo",34824,3,18521.23,18153.15,4
"9039",2020-10-15,2020-10-24,12,"Sin adeudo",417211,36,0,478255.56,110
"9040",2020-10-15,2020-10-24,13,"Con adeudo",6906,2,829.68,7029.69,5
"9041",2020-10-15,2020-10-24,13,"Sin adeudo",309539,31,0,356474.24,92
"9042",2020-10-15,2020-10-24,14,"Con adeudo",35058,4,17150.91,18472.07,18
"9043",2020-10-15,2020-10-24,14,"Sin adeudo",474186,50,0,540406.75,150
"9044",2020-10-15,2020-10-24,15,"Con adeudo",53934,5,31465.29,24791.39,18
"9045",2020-10-15,2020-10-24,15,"Sin adeudo",318038,32,0,362876.33,96
"9046",2020-10-15,2020-10-24,16,"Con adeudo",49944,5,23454.22,29829.24,18
"9047",2020-10-15,2020-10-24,16,"Sin adeudo",326617,33,0,379398.82,109
"9048",2020-10-15,2020-10-24,17,"Con adeudo",17360,4,6758.52,11836.43,7
"9049",2020-10-15,2020-10-24,17,"Sin adeudo",381395,37,0,435004.55,123
"9050",2020-10-15,2020-10-25,1,"Sin adeudo",270574,29,0,307602.48,88
"9051",2020-10-15,2020-10-25,2,"Con adeudo",35521,5,23301.32,13054.92,13
"9052",2020-10-15,2020-10-25,2,"Sin adeudo",415294,45,0,493104.22,145
"9053",2020-10-15,2020-10-25,3,"Con adeudo",17705,1,15962.55,1819.91,2
"9054",2020-10-15,2020-10-25,3,"Sin adeudo",278619,29,0,321079.13,93
"9055",2020-10-15,2020-10-25,4,"Sin adeudo",264907,30,0,296984.01,92
"9056",2020-10-15,2020-10-25,5,"Con adeudo",20540,2,1637.23,19630.19,6
"9057",2020-10-15,2020-10-25,5,"Sin adeudo",304041,33,0,354412.88,105
"9058",2020-10-15,2020-10-25,6,"Con adeudo",34490,5,21038.11,15509.35,21
"9059",2020-10-15,2020-10-25,6,"Sin adeudo",297850,38,0,339230.95,127
"9060",2020-10-15,2020-10-25,7,"Con adeudo",35325,5,21949.27,14951.05,14
"9061",2020-10-15,2020-10-25,7,"Sin adeudo",294939,30,0,333375.53,87
"9062",2020-10-15,2020-10-25,8,"Con adeudo",15252,2,8673.42,7137.2,4
"9063",2020-10-15,2020-10-25,8,"Sin adeudo",346517,35,0,392031.1,118
"9064",2020-10-15,2020-10-25,9,"Con adeudo",29152,4,22259.37,7232.93,13
"9065",2020-10-15,2020-10-25,9,"Sin adeudo",296877,34,0,347259.13,100
"9066",2020-10-15,2020-10-25,10,"Con adeudo",18463,2,12975.98,5839.86,9
"9067",2020-10-15,2020-10-25,10,"Sin adeudo",413753,42,0,473209.6,109
"9068",2020-10-15,2020-10-25,11,"Con adeudo",22473,3,15551.37,8023.99,8
"9069",2020-10-15,2020-10-25,11,"Sin adeudo",303247,34,0,348007.34,93
"9070",2020-10-15,2020-10-25,12,"Con adeudo",17716,2,9682.49,8670.1,9
"9071",2020-10-15,2020-10-25,12,"Sin adeudo",312487,30,0,353410.22,93
"9072",2020-10-15,2020-10-25,13,"Con adeudo",24110,2,18310.64,6664.17,4
"9073",2020-10-15,2020-10-25,13,"Sin adeudo",326294,39,0,378858.6,119
"9074",2020-10-15,2020-10-25,14,"Con adeudo",51704,5,21288.67,32906.61,15
"9075",2020-10-15,2020-10-25,14,"Sin adeudo",372916,34,0,428103.87,107
"9076",2020-10-15,2020-10-25,15,"Con adeudo",18534,2,14059.64,5016.43,2
"9077",2020-10-15,2020-10-25,15,"Sin adeudo",308436,32,0,349871.54,92
"9078",2020-10-15,2020-10-25,16,"Con adeudo",47859,6,27163.03,22748.31,22
"9079",2020-10-15,2020-10-25,16,"Sin adeudo",321875,38,0,370070.34,104
"9080",2020-10-15,2020-10-25,17,"Con adeudo",29954,5,18317.06,12360.46,13
"9081",2020-10-15,2020-10-25,17,"Sin adeudo",338769,34,0,390081.48,99
"9082",2020-10-15,2020-10-26,1,"Con adeudo",59272,5,30388.54,31025.06,14
"9083",2020-10-15,2020-10-26,1,"Sin adeudo",482779,45,0,575479.36,142
"9084",2020-10-15,2020-10-26,2,"Con adeudo",21760,2,5348.76,17390.51,9
