,id_cliente,deuda_act,deuda_act_interes,venta_trimestral,venta_enero2020,venta_febrero2020,venta_mzo2020,pagos,pagos_enero2020,pagos_febrero2020,pagos_mzo2020,id_sucursal,B_tipo_soc,edad,tipo_cliente,nombre_suc
17252,17304,0,0,4548,1867,2100,581,4548,1867,2100,581,13,Socio,52,Cliente nivel 1,OAX
17253,17305,0,0,952,952,0,0,1024.75,1024.75,0,0,13,Socio,33,Cliente nivel 1,OAX
17254,17306,0,0,1199,950,249,0,1265.41,1010.36,255.05,0,13,Socio,28,Cliente nivel 1,OAX
17255,17307,0,0,2226,0,1026,1200,2435.65,0,1096.71,1338.94,13,Socio,34,Cliente nivel 1,OAX
17256,17308,0,0,10400,0,5200,5200,10400,0,5200,5200,13,Socio,28,Cliente nivel 1,OAX
17257,17309,0,0,8077.33,4077.33,2000,2000,8079.08,4079.08,2000,2000,13,Socio,31,Cliente nivel 1,OAX
17258,17310,0,0,9121,1654,1629,5838,9121,1654,1629,5838,13,Socio,31,Cliente nivel 1,OAX
17259,17311,0,0,7500,2500,2500,2500,7500,2500,2500,2500,13,Socio,53,Cliente nivel 1,OAX
17260,17312,1806.38,3522.57,7497,3697,1623,2177,6400,4189.88,1001.86,1208.26,13,Socio,52,Cliente nivel 1,OAX
17261,17313,0,0,12370,3185,3835,5350,12370,3185,3835,5350,13,Socio,28,Cliente nivel 1,OAX
17262,17314,0,0,808,0,0,808,846.59,0,0,846.59,13,Socio,24,Cliente nivel 1,OAX
17263,17315,973,2158.58,973,973,0,0,0,0,0,0,13,Socio,42,Cliente nivel 1,OAX
17264,17316,0,0,11984,5407,3400,3177,11987.52,5408.76,3401.76,3177,13,Socio,38,Cliente nivel 1,OAX
17265,17317,0,0,6912,0,4850,2062,7442.72,0,5187.56,2255.16,14,Socio,52,Cliente nivel 1,TAB
17266,17318,0,0,1900,0,0,1900,1901.02,0,0,1901.02,14,Socio,31,Cliente nivel 1,TAB
17267,17319,0,0,10891,2800,2719,5372,11342.57,3033.43,2719,5590.14,14,Socio,27,Cliente nivel 1,TAB
17268,17320,0,0,6889.8,1224.9,4334.9,1330,6890.61,1224.9,4334.9,1330.81,14,Socio,57,Cliente nivel 1,TAB
17269,17321,0,0,3000,1500,1500,0,3245.17,1639.99,1605.18,0,14,Socio,36,Cliente nivel 1,TAB
17270,17322,0,0,9832,1700,4732,3400,9937.51,1800.83,4734.87,3401.81,15,Socio,37,Cliente nivel 1,SLP
17271,17323,0,0,1150,0,1150,0,1257.18,0,1257.18,0,11,Socio,38,Cliente nivel 1,TIJ
17272,17324,0,0,6559,1755,1850,2954,6855.13,1878.03,1851.53,3125.57,15,Socio,46,Cliente nivel 1,SLP
17273,17325,0,0,2379,397,753,1229,2574,434.28,823.64,1316.08,15,Socio,34,Cliente nivel 1,SLP
17274,17326,0,0,201,201,0,0,215.6,215.6,0,0,15,Socio,28,Cliente nivel 1,SLP
17275,17327,0,0,8102.22,71.22,3550,4481,8366.53,71.22,3550,4745.31,15,Socio,28,Cliente nivel 1,SLP
17276,17328,0,0,3183,1533,0,1650,3183,1533,0,1650,11,Socio,45,Cliente nivel 1,TIJ
17277,17329,0,0,3411,764,1382,1265,3613.56,764,1480.62,1368.94,15,Socio,27,Cliente nivel 1,SLP
17278,17330,0,0,1436,1436,0,0,1436,1436,0,0,16,Socio,48,Cliente nivel 1,BCS
17279,17331,0,0,4438,2350,0,2088,4849.95,2568.08,0,2281.87,16,Socio,29,Cliente nivel 1,BCS
17280,17332,0,0,24512,5474,4498,14540,24740.83,5474,4726.83,14540,16,Socio,52,Cliente nivel 1,BCS
17281,17333,0,0,4337.93,59.93,4278,0,4420.64,59.93,4360.71,0,16,Socio,31,Cliente nivel 1,BCS
17282,17334,0,0,4326,964,1150,2212,4327.41,964,1151.41,2212,16,Socio,46,Cliente nivel 1,BCS
17283,17335,0,0,8215.88,3392,4823.88,0,9823.19,3739.36,6083.83,0,16,Socio,41,Cliente nivel 1,BCS
17284,17336,0,0,23411.49,4866,8257.99,10287.5,23540.42,4911.82,8257.99,10370.61,16,Socio,24,Cliente nivel 1,BCS
17285,17337,0,0,1650,0,0,1650,1802.88,0,0,1802.88,16,Socio,42,Cliente nivel 1,BCS
17286,17338,0,0,7209.4,901,3744.4,2564,7340.79,901,3746.15,2693.64,16,Socio,35,Cliente nivel 1,BCS
17287,17339,0,0,20272,4272,4900,11100,20272,4272,4900,11100,16,Socio,56,Cliente nivel 1,BCS
17288,17340,0,0,7085.42,3612.54,1736.44,1736.44,7494.83,3632.97,1908.21,1953.65,16,Socio,30,Cliente nivel 1,BCS
17289,17341,0,0,750,0,750,0,879.97,0,879.97,0,16,Socio,50,Cliente nivel 1,BCS
17290,17342,0,0,2748,0,566,2182,2951.43,0,566,2385.43,16,Socio,35,Cliente nivel 1,BCS
17291,17343,0,0,3239,1289,0,1950,3445.42,1289.66,0,2155.76,16,Socio,34,Cliente nivel 1,BCS
17292,17344,0,0,9051,2501,3673,2877,9588.39,2650.4,3676.22,3261.77,16,Socio,29,Cliente nivel 1,BCS
17293,17345,0,0,6101,1226,2355,2520,6111.33,1226,2364.55,2520.78,1,Socio,31,Cliente nivel 1,CDMX
17294,17346,0,0,1362,0,1362,0,1362.26,0,1362.26,0,8,Socio,30,Cliente nivel 1,JAL
17295,17347,0,0,1356,0,0,1356,1514.11,0,0,1514.11,5,Socio,45,Cliente nivel 1,ECA
17296,17348,0,0,717,717,0,0,717,717,0,0,1,Socio,43,Cliente nivel 1,CDMX
17297,17349,0,0,1529,229,650,650,1643.3,229.2,711.65,702.45,1,Socio,43,Cliente nivel 1,CDMX
17298,17350,0,0,4500,0,3000,1500,4745.31,0,3090.31,1655,1,Socio,33,Cliente nivel 1,CDMX
17299,17351,0,0,1547,0,0,1547,1619.3,0,0,1619.3,1,Socio,40,Cliente nivel 1,CDMX
17300,17352,0,0,5784,1950,1950,1884,6512.18,2087.75,1950,2474.43,1,Socio,33,Cliente nivel 1,CDMX
17301,17353,0,0,6950.04,2323.52,2323.52,2303,7623.64,2546.01,2546.02,2531.61,1,Socio,24,Cliente nivel 1,CDMX
17302,17354,0,0,2703,1533,650,520,2708.66,1533,650,525.66,1,Socio,51,Cliente nivel 1,CDMX
17303,17355,269,524.08,1269,0,912.99,356.01,1056.14,0,967.4,88.74,1,Socio,31,Cliente nivel 1,CDMX
17304,17356,0,0,5296,0,1805,3491,5296.96,0,1805,3491.96,1,Socio,27,Cliente nivel 1,CDMX
17305,17357,0,0,2547.08,599,1298.72,649.36,2614.06,599.52,1299.95,714.59,5,Socio,60,Cliente nivel 1,ECA
17306,17358,0,0,2581,2581,0,0,3060.04,3060.04,0,0,1,Empleado,37,Empleado,CDMX
17307,17359,0,0,550,0,501,49,550.44,0,501.44,49,1,Socio,53,Cliente nivel 1,CDMX
17308,17360,0,0,1908,1200,0,708,1908,1200,0,708,1,Socio,31,Cliente nivel 1,CDMX
17309,17361,1050,2357.6,1050,1050,0,0,0,0,0,0,1,Socio,25,Cliente nivel 1,CDMX
17310,17362,0,0,4464.75,1144.83,1106.64,2213.28,4479.71,1145.8,1118.69,2215.22,1,Socio,40,Cliente nivel 1,CDMX
17311,17363,0,0,2000,0,1000,1000,2000,0,1000,1000,1,Socio,54,Cliente nivel 1,CDMX
17312,17364,0,0,1600,800,800,0,1712.61,856.8,855.81,0,1,Socio,39,Cliente nivel 1,CDMX
17313,17365,0,0,2449.96,1104.48,241,1104.48,2669.36,1198.37,241,1229.99,1,Socio,46,Cliente nivel 1,CDMX
17314,17366,0,0,2500,0,0,2500,2500,0,0,2500,5,Socio,50,Cliente nivel 1,ECA
17315,17367,0,0,7964.96,2634,2665.48,2665.48,8407.33,2634,2860.33,2913,1,Socio,42,Cliente nivel 1,CDMX
17316,17368,0,0,424,0,424,0,460.39,0,460.39,0,1,Socio,36,Cliente nivel 1,CDMX
17317,17369,0,0,1650,1650,0,0,1787.25,1787.25,0,0,1,Socio,34,Cliente nivel 1,CDMX
17318,17370,0,0,12030,3130,4450,4450,12385.05,3130,4450,4805.05,1,Socio,31,Cliente nivel 1,CDMX
17319,17371,0,0,885,0,0,885,885.77,0,0,885.77,6,Socio,56,Cliente nivel 1,PUE
17320,17372,1420.7,3075.73,1420.7,1420.7,0,0,0,0,0,0,1,Socio,53,Cliente nivel 1,CDMX
17321,17373,0,0,969,0,969,0,969,0,969,0,1,Socio,23,Cliente nivel 1,CDMX
17322,17374,0,0,5000,2000,2000,1000,5046.9,2000.88,2035.13,1010.89,1,Socio,28,Cliente nivel 1,CDMX
17323,17375,0,0,2236,778,308,1150,2312.3,778,308,1226.3,1,Socio,50,Cliente nivel 1,CDMX
17324,17376,0,0,2100,1050,1050,0,2222.67,1061.9,1160.77,0,1,Socio,36,Cliente nivel 1,CDMX
17325,17377,0,0,1000,0,1000,0,1068,0,1068,0,2,Socio,34,Cliente nivel 1,VER
17326,17378,0,0,288,0,288,0,341.44,0,341.44,0,2,Empleado,26,Empleado,VER
17327,17379,0,0,650,0,650,0,703.35,0,703.35,0,2,Socio,29,Cliente nivel 1,VER
17328,17380,0,0,1398,0,1000,398,1398.87,0,1000.52,398.35,2,Socio,37,Cliente nivel 1,VER
17329,17381,0,0,1050,0,0,1050,1124,0,0,1124,2,Socio,33,Cliente nivel 1,VER
17330,17382,0,0,5462,0,958,4504,5591.35,0,958.84,4632.51,2,Socio,48,Cliente nivel 1,VER
17331,17383,0,0,5924,1124,2400,2400,6010.59,1124,2401.05,2485.54,2,Socio,39,Cliente nivel 1,VER
17332,17384,0,0,2286,800,743,743,2286.65,800,743,743.65,2,Socio,51,Cliente nivel 1,VER
17333,17385,0,0,2500,2500,0,0,3045.01,3045.01,0,0,3,Socio,52,Cliente nivel 1,LEON
17334,17386,0,0,850,850,0,0,928.9,928.9,0,0,3,Socio,36,Cliente nivel 1,LEON
17335,17387,0,0,9700,0,4850,4850,9702.51,0,4852.51,4850,3,Socio,40,Cliente nivel 1,LEON
17336,17388,0,0,597,0,597,0,646.11,0,646.11,0,3,Socio,48,Cliente nivel 1,LEON
17337,17389,0,0,1450,0,0,1450,1845.6,0,0,1845.6,3,Socio,33,Cliente nivel 1,LEON
17338,17390,0,0,6262,2100,4162,0,6461.05,2101.84,4359.21,0,3,Socio,41,Cliente nivel 1,LEON
17339,17391,0,0,1000,0,0,1000,1093.12,0,0,1093.12,3,Socio,22,Cliente nivel 1,LEON
17340,17392,0,0,1562.98,0,1562.98,0,1701.53,0,1701.53,0,3,Socio,30,Cliente nivel 1,LEON
17341,17393,0,0,5295,1695,1800,1800,5827.87,1821.88,1934.83,2071.16,3,Socio,47,Cliente nivel 1,LEON
17342,17394,0,0,2787,1387,1303,97,3078.46,1500.22,1459.51,118.73,3,Socio,37,Cliente nivel 1,LEON
17343,17395,756,1460.11,1512,0,1512,0,813.11,0,813.11,0,3,Socio,27,Cliente nivel 1,LEON
17344,17396,0,0,4750,0,0,4750,5190.96,0,0,5190.96,3,Socio,35,Cliente nivel 1,LEON
17345,17397,0,0,1978,978,0,1000,2075.04,978,0,1097.04,3,Socio,52,Cliente nivel 1,LEON
17346,17398,0,0,4350,4350,0,0,4757.48,4757.48,0,0,3,Socio,45,Cliente nivel 1,LEON
17347,17399,0,0,834,834,0,0,946.01,946.01,0,0,3,Socio,28,Cliente nivel 1,LEON
17348,17400,0,0,1409,1078,331,0,1534.38,1155.84,378.54,0,10,Socio,32,Cliente nivel 1,TOL
17349,17401,0,0,349,0,349,0,409.75,0,409.75,0,4,Empleado,31,Empleado,QRO
17350,17402,0,0,1942,777,1165,0,2023.09,777,1246.09,0,4,Empleado,27,Empleado,QRO
17351,17403,0,0,2300,1150,1150,0,2624.66,1163.91,1460.75,0,1,Socio,37,Cliente nivel 1,CDMX
17352,17404,0,0,806,0,806,0,955.2,0,955.2,0,4,Socio,40,Cliente nivel 1,QRO
17353,17405,0,0,4159,659,2854,646,4161.67,659.58,2854.95,647.14,10,Socio,38,Cliente nivel 1,TOL
17354,17406,0,0,4912,1650,1612,1650,5491.35,1681.08,1614.26,2196.01,4,Socio,29,Cliente nivel 1,QRO
17355,17407,0,0,3540.11,2371.11,1169,0,3540.11,2371.11,1169,0,4,Socio,36,Cliente nivel 1,QRO
17356,17408,0,0,5357,0,992,4365,5800.11,0,1084.04,4716.07,4,Socio,22,Cliente nivel 1,QRO
17357,17409,0,0,778,0,0,778,778,0,0,778,10,Socio,32,Cliente nivel 1,TOL
17358,17410,0,0,3552,83,0,3469,3900.39,88.48,0,3811.91,4,Socio,35,Cliente nivel 1,QRO
17359,17411,0,0,3283,1350,0,1933,3495.31,1352.13,0,2143.18,4,Socio,30,Cliente nivel 1,QRO
17360,17412,0,0,33957.53,3928,23939.53,6090,33957.53,3928,23939.53,6090,4,Socio,44,Cliente nivel 1,QRO
17361,17413,0,0,3276,1747,1529,0,3390.76,1759.52,1631.24,0,4,Socio,36,Cliente nivel 1,QRO
17362,17414,0,0,3940,786,954,2200,4104.06,786,954,2364.06,4,Socio,31,Cliente nivel 1,QRO
17363,17415,0,0,1050,0,0,1050,1148.82,0,0,1148.82,4,Socio,30,Cliente nivel 1,QRO
17364,17416,0,0,2700,0,0,2700,2702.36,0,0,2702.36,4,Socio,30,Cliente nivel 1,QRO
17365,17417,0,0,1279,0,0,1279,1345.01,0,0,1345.01,4,Socio,47,Cliente nivel 1,QRO
17366,17418,0,0,2715.54,1027.54,855,833,2830.12,1046.32,862.26,921.54,4,Socio,28,Cliente nivel 1,QRO
17367,17419,0,0,1811,851,0,960,1970.81,930.7,0,1040.11,4,Socio,41,Cliente nivel 1,QRO
17368,17420,1121,2247.34,1121,0,0,1121,0,0,0,0,7,Socio,36,Cliente nivel 1,AGS
17369,17421,470,942.28,602,0,0,602,132,0,0,132,4,Socio,33,Cliente nivel 1,QRO
17370,17422,0,0,8124,3301,242,4581,8662.34,3521.29,242.21,4898.84,4,Socio,46,Cliente nivel 1,QRO
17371,17423,0,0,10158,5750,0,4408,10668.89,6260.89,0,4408,4,Socio,42,Cliente nivel 1,QRO
17372,17424,0,0,16.05,16.05,0,0,16.05,16.05,0,0,8,Socio,39,Cliente nivel 1,JAL
17373,17425,0,0,9207.99,1112,2067.99,6028,9207.99,1112,2067.99,6028,4,Socio,40,Cliente nivel 1,QRO
17374,17426,0,0,608,0,0,608,676.48,0,0,676.48,4,Socio,28,Cliente nivel 1,QRO
17375,17427,0,0,973.96,973.96,0,0,1269.26,1269.26,0,0,4,Socio,54,Cliente nivel 1,QRO
17376,17428,1930.44,3209.48,3748.44,1818,1930.44,0,1824.36,1824.36,0,0,4,Socio,57,Cliente nivel 1,QRO
17377,17429,0,0,1800,900,0,900,1959.94,988.27,0,971.67,4,Socio,44,Cliente nivel 1,QRO
17378,17430,0,0,650,0,650,0,711.89,0,711.89,0,4,Socio,26,Cliente nivel 1,QRO
17379,17431,0,0,682,0,0,682,747.29,0,0,747.29,4,Socio,35,Cliente nivel 1,QRO
17380,17432,0,0,2979,0,0,2979,3359.16,0,0,3359.16,4,Empleado,21,Empleado,QRO
17381,17433,0,0,1500,0,750,750,1703.75,0,768.18,935.57,4,Socio,32,Cliente nivel 1,QRO
17382,17434,1375.1,2602.83,6155,6155,0,0,5032,5032,0,0,4,Socio,30,Cliente nivel 1,QRO
17383,17435,0,0,1233,0,663,570,1425.29,0,778.68,646.61,4,Empleado,34,Empleado,QRO
17384,17436,0,0,1922,0,1922,0,2100.36,0,2100.36,0,4,Socio,55,Cliente nivel 1,QRO
17385,17437,0,0,6018,399,2358,3261,6260.45,399,2358,3503.45,4,Socio,49,Cliente nivel 1,QRO
17386,17438,0,0,3501.72,1182.36,1182.36,1137,3792.66,1186.5,1358.71,1247.45,4,Socio,33,Cliente nivel 1,QRO
17387,17439,0,0,2171.8,1074,668,429.8,2510.64,1172.89,818.82,518.93,4,Socio,54,Cliente nivel 1,QRO
17388,17440,0,0,7787,2835,2302,2650,8024.8,2841.12,2308,2875.68,4,Socio,44,Cliente nivel 1,QRO
17389,17441,0,0,2063,0,750,1313,2077.73,0,751.18,1326.55,4,Socio,44,Cliente nivel 1,QRO
17390,17442,0,0,1200,0,0,1200,1509.43,0,0,1509.43,10,Socio,40,Cliente nivel 1,TOL
17391,17443,0,0,24786,8958,8825,7003,24973.4,8965.1,8825,7183.3,4,Socio,37,Cliente nivel 1,QRO
17392,17444,0,0,2344,1650,0,694,2513.94,1803.12,0,710.82,4,Socio,45,Cliente nivel 1,QRO
17393,17445,0,0,986,479,99,408,1169.04,567.96,117.4,483.68,4,Empleado,29,Empleado,QRO
17394,17446,0,0,2805,868,1000,937,2993.21,868.45,1002.99,1121.77,8,Socio,25,Cliente nivel 1,JAL
17395,17447,0,0,31074,9734,7430,13910,31969.84,9756.61,7454.29,14758.94,4,Socio,29,Cliente nivel 1,QRO
17396,17448,0,0,3450,1150,1150,1150,3531.05,1230.04,1151.01,1150,4,Socio,23,Cliente nivel 1,QRO
17397,17449,0,0,850,850,0,0,1094.22,1094.22,0,0,4,Socio,43,Cliente nivel 1,QRO
17398,17450,0,0,1038,320,718,0,1163.75,371.94,791.81,0,5,Empleado,29,Empleado,ECA
17399,17451,0,0,2013,368,0,1645,2374.82,436.32,0,1938.5,5,Empleado,27,Empleado,ECA
17400,17452,0,0,1008,384,264,360,1186.43,450.75,313.12,422.56,5,Empleado,32,Empleado,ECA
17401,17453,0,0,2791,1007,1784,0,2791,1007,1784,0,5,Empleado,23,Empleado,ECA
17402,17454,0,0,2414.5,0,959,1455.5,2518.88,0,959,1559.88,5,Socio,24,Cliente nivel 1,ECA
17403,17455,0,0,2584,556,1474,554,2995.5,659.2,1679.42,656.88,5,Empleado,55,Empleado,ECA
17404,17456,0,0,2476,950,0,1526,2485.12,950,0,1535.12,5,Socio,26,Cliente nivel 1,ECA
17405,17457,0,0,29252,6300,11067,11885,29252,6300,11067,11885,5,Socio,29,Cliente nivel 1,ECA
17406,17458,0,0,1575.88,798.88,0,777,1632.33,798.88,0,833.45,5,Socio,49,Cliente nivel 1,ECA
17407,17459,0,0,599,599,0,0,682.4,682.4,0,0,5,Empleado,22,Empleado,ECA
17408,17460,0,0,7421.16,2315,0,5106.16,7755.03,2323.1,0,5431.93,5,Socio,38,Cliente nivel 1,ECA
17409,17461,0,0,1131,0,0,1131,1237.11,0,0,1237.11,5,Socio,24,Cliente nivel 1,ECA
17410,17462,0,0,2087,0,0,2087,2474.36,0,0,2474.36,5,Empleado,23,Empleado,ECA
17411,17463,0,0,905,905,0,0,974.45,974.45,0,0,5,Socio,41,Cliente nivel 1,ECA
17412,17464,0,0,1727,900,827,0,1808.8,900,908.8,0,1,Socio,42,Cliente nivel 1,CDMX
17413,17465,0,0,2000,0,2000,0,2122.84,0,2122.84,0,5,Socio,31,Cliente nivel 1,ECA
17414,17466,0,0,4000,2000,1000,1000,4113.48,2000.52,1010.89,1102.07,5,Socio,27,Cliente nivel 1,ECA
17415,17467,0,0,9100,2600,2600,3900,9100,2600,2600,3900,5,Socio,45,Cliente nivel 1,ECA
17416,17468,0,0,900,0,900,0,973.4,0,973.4,0,5,Socio,37,Cliente nivel 1,ECA
17417,17469,0,0,3992,738,1481,1773,3992,738,1481,1773,5,Empleado,56,Empleado,ECA
17418,17470,0,0,3307.08,0,2204.72,1102.36,3540.25,0,2208.58,1331.67,4,Socio,30,Cliente nivel 1,QRO
17419,17471,0,0,4280.84,1513.92,0,2766.92,4796.75,1672.54,0,3124.21,10,Socio,29,Cliente nivel 1,TOL
17420,17472,0,0,5588,2788,2281,519,5717.89,2788,2410.89,519,10,Socio,41,Cliente nivel 1,TOL
17421,17474,0,0,2475,1100,275,1100,2636.15,1157.79,275.24,1203.12,1,Socio,25,Cliente nivel 1,CDMX
17422,17475,0,0,1150,0,0,1150,1277.01,0,0,1277.01,8,Socio,41,Cliente nivel 1,JAL
17423,17476,0,0,1742,873,179,690,1844.8,950,199.8,695,6,Empleado,22,Empleado,PUE
17424,17477,0,0,1373,0,614,759,1374.2,0,614.54,759.66,6,Socio,23,Cliente nivel 1,PUE
17425,17478,0,0,3826,1100,1076,1650,3911.98,1100,1076,1735.98,6,Socio,49,Cliente nivel 1,PUE
17426,17479,0,0,3356,1656,0,1700,3474.71,1656,0,1818.71,6,Socio,46,Cliente nivel 1,PUE
17427,17480,0,0,1350,1350,0,0,1579.58,1579.58,0,0,6,Socio,40,Cliente nivel 1,PUE
17428,17481,0,0,3316.98,0,1416.98,1900,3584.55,0,1548.5,2036.05,6,Socio,32,Cliente nivel 1,PUE
17429,17482,0,0,3777,678,2093,1006,4380.92,803.84,2384.36,1192.72,6,Empleado,33,Empleado,PUE
17430,17483,0,0,3316,219,2725,372,3316,219,2725,372,6,Empleado,37,Empleado,PUE
17431,17484,929.72,1938.23,929.72,0,929.72,0,0,0,0,0,7,Socio,32,Cliente nivel 1,AGS
17432,17485,0,0,996,0,438,558,1180.88,0,519.28,661.6,7,Empleado,38,Empleado,AGS
17433,17486,0,0,2430.16,1128.16,1133,169,2611.05,1214.94,1226.96,169.15,7,Socio,43,Cliente nivel 1,AGS
17434,17487,0,0,4178,1483,1521,1174,4179.69,1483.93,1521.76,1174,7,Socio,35,Cliente nivel 1,AGS
17435,17488,0,0,838,0,0,838,838,0,0,838,7,Socio,35,Cliente nivel 1,AGS
17436,17489,0,0,3633.99,1224.99,1009,1400,3978.72,1311.26,1019.98,1647.48,8,Socio,23,Cliente nivel 1,JAL
17437,17490,0,0,4804,2662,1256,886,4805.93,2663.15,1256,886.78,7,Socio,47,Cliente nivel 1,AGS
17438,17491,0,0,8251,3097,2404,2750,8528.28,3097,2532.42,2898.86,7,Socio,46,Cliente nivel 1,AGS
17439,17492,0,0,5752,2908,2844,0,5755.07,2908.59,2846.48,0,8,Socio,28,Cliente nivel 1,JAL
17440,17493,0,0,5478,2922,0,2556,5872.99,3023.71,0,2849.28,7,Socio,30,Cliente nivel 1,AGS
17441,17494,0,0,2350,0,0,2350,2486.56,0,0,2486.56,7,Socio,35,Cliente nivel 1,AGS
17442,17495,0,0,10295,3341,3700,3254,10874.95,3352.69,3991.43,3530.83,7,Socio,41,Cliente nivel 1,AGS
17443,17496,0,0,1043,0,379,664,1089.95,0,379.18,710.77,8,Socio,34,Cliente nivel 1,JAL
17444,17497,0,0,7957,3390,2167,2400,7960.6,3390.87,2168.68,2401.05,7,Socio,47,Cliente nivel 1,AGS
17445,17498,0,0,289,289,0,0,332.82,332.82,0,0,10,Socio,42,Cliente nivel 1,TOL
17446,17499,0,0,9915.68,1830,2076,6009.68,10277,1830,2076,6371,8,Socio,29,Cliente nivel 1,JAL
17447,17500,0,0,9585,2385,4800,2400,9873.9,2386.9,4826.13,2660.87,4,Socio,43,Cliente nivel 1,QRO
17448,17501,0,0,6656,1556,1936,3164,6840.16,1557.36,1936,3346.8,4,Socio,26,Cliente nivel 1,QRO
17449,17502,0,0,10127.88,194.88,8433,1500,10130.6,194.88,8434.9,1500.82,6,Socio,29,Cliente nivel 1,PUE
17450,17503,0,0,1858,0,945,913,1943.29,0,945,998.29,1,Socio,43,Cliente nivel 1,CDMX
17451,17504,0,0,1453.12,669,0,784.12,1661.27,756.02,0,905.25,8,Socio,28,Cliente nivel 1,JAL
17452,17505,0,0,10718,7562,1729,1427,10744.85,7577.81,1735.05,1431.99,8,Socio,45,Cliente nivel 1,JAL
17453,17506,0,0,2200,0,1100,1100,2301.29,0,1100,1201.29,8,Socio,32,Cliente nivel 1,JAL
17454,17507,0,0,1650,0,1650,0,1770.12,0,1770.12,0,4,Socio,41,Cliente nivel 1,QRO
17455,17508,0,0,9450,3150,4200,2100,9453.68,3150,4200,2103.68,8,Socio,36,Cliente nivel 1,JAL
17456,17509,0,0,3311,1150,1011,1150,3735.43,1232.14,1011.38,1491.91,6,Socio,37,Cliente nivel 1,PUE
17457,17510,0,0,1850,1850,0,0,2021.69,2021.69,0,0,8,Socio,24,Cliente nivel 1,JAL
17458,17511,0,0,1824,548,1276,0,1824,548,1276,0,7,Socio,42,Cliente nivel 1,AGS
17459,17512,0,0,3210.84,0,1460,1750.84,3378.18,0,1460,1918.18,8,Socio,50,Cliente nivel 1,JAL
17460,17513,0,0,3602.9,55.9,1139,2408,4254.89,61.2,1166.6,3027.09,1,Socio,41,Cliente nivel 1,CDMX
17461,17514,0,0,9422.9,3702.9,3313,2407,9666.21,3715.05,3319.4,2631.76,7,Socio,45,Cliente nivel 1,AGS
17462,17516,0,0,1611,0,1611,0,1910.04,0,1910.04,0,8,Empleado,28,Empleado,JAL
17463,17517,0,0,3180,3180,0,0,3431.54,3431.54,0,0,8,Socio,47,Cliente nivel 1,JAL
17464,17518,0,0,129,0,0,129,151.5,0,0,151.5,8,Empleado,33,Empleado,JAL
17465,17519,0,0,2546,0,0,2546,2822.72,0,0,2822.72,8,Empleado,29,Empleado,JAL
17466,17520,0,0,6380,1825,1705,2850,6753.1,1931.82,1705,3116.28,8,Socio,37,Cliente nivel 1,JAL
17467,17521,0,0,3706,2181,1525,0,3823.6,2182.45,1641.15,0,8,Socio,39,Cliente nivel 1,JAL
17468,17522,0,0,5327,1479,0,3848,5435.76,1586.76,0,3849,8,Socio,46,Cliente nivel 1,JAL
17469,17523,0,0,877,0,0,877,1029.55,0,0,1029.55,8,Empleado,24,Empleado,JAL
17470,17524,0,0,1873,0,0,1873,2220.6,0,0,2220.6,8,Empleado,24,Empleado,JAL
17471,17525,0,0,1400,0,1294,106,1495.53,0,1389.44,106.09,8,Socio,45,Cliente nivel 1,JAL
17472,17526,0,0,4527.88,1975,1276.44,1276.44,4620.49,2066.49,1276.44,1277.56,8,Socio,58,Cliente nivel 1,JAL
17473,17527,0,0,3854,0,2200,1654,3953.96,0,2201.93,1752.03,8,Socio,55,Cliente nivel 1,JAL
17474,17528,0,0,650,0,0,650,727.65,0,0,727.65,4,Socio,26,Cliente nivel 1,QRO
17475,17529,0,0,189,0,0,189,224.04,0,0,224.04,9,Empleado,31,Empleado,GDL
17476,17530,0,0,2798,1398,700,700,3131.77,1399.22,700,1032.55,9,Socio,35,Cliente nivel 1,GDL
17477,17531,0,0,2995,1495,1500,0,3170.5,1531.24,1639.26,0,9,Socio,33,Cliente nivel 1,GDL
17478,17532,0,0,737,0,0,737,789.27,0,0,789.27,9,Socio,42,Cliente nivel 1,GDL
17479,17533,0,0,3394.5,0,1398,1996.5,3394.83,0,1398,1996.83,9,Socio,28,Cliente nivel 1,GDL
17480,17534,0,0,1250,0,0,1250,1367.72,0,0,1367.72,9,Socio,62,Cliente nivel 1,GDL
17481,17535,0,0,1076,0,1076,0,1182.09,0,1182.09,0,9,Socio,29,Cliente nivel 1,GDL
17482,17536,0,0,3128.8,0,2818.9,309.9,3136.14,0,2822.9,313.24,9,Socio,33,Cliente nivel 1,GDL
17483,17537,0,0,4600,1150,1150,2300,4804.43,1151.01,1229.23,2424.19,9,Socio,52,Cliente nivel 1,GDL
17484,17538,0,0,2300,1150,1150,0,3166.01,1150,2016.01,0,9,Socio,29,Cliente nivel 1,GDL
17485,17539,0,0,1200,0,0,1200,1350.27,0,0,1350.27,9,Socio,36,Cliente nivel 1,GDL
17486,17540,0,0,30000,0,15000,15000,30013.13,0,15000,15013.13,9,Socio,29,Cliente nivel 1,GDL
17487,17541,0,0,449,0,0,449,449,0,0,449,12,Socio,24,Cliente nivel 1,GTO
17488,17542,0,0,6708,1637,2550,2521,7096.26,1778.13,2577.77,2740.36,12,Socio,35,Cliente nivel 1,GTO
17489,17543,0,0,4150,0,0,4150,4151.93,0,0,4151.93,10,Socio,30,Cliente nivel 1,TOL
17490,17544,0,0,2378.92,0,1666,712.92,2649.21,0,1841.93,807.28,10,Socio,42,Cliente nivel 1,TOL
